2 -0.63 0.32 | time_of_day=16-17 future_duedate=medium workload=medium
4 -0.98 0.30 | time_of_day=12-13 future_duedate=low workload=high
3 -0.35 0.59 | time_of_day=21-22 future_duedate=low workload=medium
4 -0.54 0.51 | time_of_day=16-17 future_duedate=high workload=high
1 -0.85 0.32 | time_of_day=13-14 future_duedate=low workload=low
5 -0.22 0.46 | time_of_day=20-21 future_duedate=medium workload=high
6 -0.62 0.44 | time_of_day=14-15 future_duedate=low workload=low
6 -0.72 0.48 | time_of_day=14-15 future_duedate=low workload=medium
1 -0.58 0.51 | time_of_day=14-15 future_duedate=high workload=medium
2 -0.58 0.57 | time_of_day=14-15 future_duedate=medium workload=medium
3 -0.09 0.25 | time_of_day=21-22 future_duedate=low workload=medium
2 -0.91 0.21 | time_of_day=19-20 future_duedate=high workload=medium
4 -0.61 0.39 | time_of_day=14-15 future_duedate=high workload=low
2 -0.43 0.54 | time_of_day=18-19 future_duedate=low workload=high
4 -0.45 0.59 | time_of_day=21-22 future_duedate=medium workload=low
2 -0.62 0.47 | time_of_day=19-20 future_duedate=high workload=medium
5 -0.19 0.47 | time_of_day=13-14 future_duedate=low workload=high
2 -0.02 0.43 | time_of_day=23-24 future_duedate=medium workload=medium
4 -0.66 0.76 | time_of_day=15-16 future_duedate=low workload=high
5 -0.66 0.45 | time_of_day=23-24 future_duedate=low workload=low
4 -0.21 0.56 | time_of_day=19-20 future_duedate=medium workload=high
4 -0.23 0.30 | time_of_day=18-19 future_duedate=high workload=medium
4 -0.65 0.29 | time_of_day=17-18 future_duedate=high workload=medium
4 -0.31 0.72 | time_of_day=20-21 future_duedate=medium workload=medium
2 -0.39 0.45 | time_of_day=23-24 future_duedate=medium workload=low
5 -0.92 0.30 | time_of_day=17-18 future_duedate=medium workload=medium
5 -0.76 0.36 | time_of_day=20-21 future_duedate=high workload=low
5 -0.98 0.59 | time_of_day=13-14 future_duedate=high workload=high
1 -0.87 0.80 | time_of_day=19-20 future_duedate=medium workload=high
3 -0.70 0.68 | time_of_day=12-13 future_duedate=medium workload=high
2 -0.24 0.56 | time_of_day=16-17 future_duedate=low workload=medium
5 -0.76 0.62 | time_of_day=23-24 future_duedate=medium workload=medium
4 -0.06 0.27 | time_of_day=19-20 future_duedate=low workload=medium
2 -0.32 0.78 | time_of_day=21-22 future_duedate=medium workload=medium
5 -0.47 0.53 | time_of_day=19-20 future_duedate=medium workload=low
1 -0.34 0.25 | time_of_day=19-20 future_duedate=low workload=low
4 -0.12 0.24 | time_of_day=21-22 future_duedate=medium workload=low
5 -0.20 0.55 | time_of_day=17-18 future_duedate=low workload=medium
1 -0.05 0.66 | time_of_day=12-13 future_duedate=low workload=high
5 -0.95 0.68 | time_of_day=13-14 future_duedate=high workload=high
6 -1.00 0.64 | time_of_day=20-21 future_duedate=high workload=low
2 -0.67 0.54 | time_of_day=23-24 future_duedate=medium workload=high
1 -0.43 0.50 | time_of_day=12-13 future_duedate=high workload=medium
2 -0.45 0.49 | time_of_day=12-13 future_duedate=low workload=medium
3 -0.72 0.25 | time_of_day=21-22 future_duedate=medium workload=medium
3 -0.98 0.62 | time_of_day=14-15 future_duedate=high workload=medium
3 -0.86 0.76 | time_of_day=14-15 future_duedate=low workload=medium
2 -0.35 0.41 | time_of_day=13-14 future_duedate=medium workload=medium
2 -0.70 0.76 | time_of_day=20-21 future_duedate=low workload=medium
5 -0.77 0.80 | time_of_day=21-22 future_duedate=medium workload=low
1 -0.92 0.68 | time_of_day=22-23 future_duedate=high workload=medium
3 -0.96 0.49 | time_of_day=12-13 future_duedate=low workload=low
4 -0.35 0.78 | time_of_day=15-16 future_duedate=high workload=high
2 -0.54 0.25 | time_of_day=14-15 future_duedate=medium workload=low
1 -0.59 0.40 | time_of_day=14-15 future_duedate=high workload=low
4 -0.01 0.69 | time_of_day=15-16 future_duedate=medium workload=medium
5 -0.88 0.26 | time_of_day=21-22 future_duedate=medium workload=high
2 -0.05 0.41 | time_of_day=16-17 future_duedate=high workload=high
5 -0.17 0.20 | time_of_day=14-15 future_duedate=high workload=medium
4 -0.96 0.20 | time_of_day=21-22 future_duedate=high workload=low
6 -0.73 0.21 | time_of_day=20-21 future_duedate=low workload=medium
4 -0.90 0.36 | time_of_day=21-22 future_duedate=medium workload=high
4 -0.05 0.60 | time_of_day=15-16 future_duedate=medium workload=low
5 -0.86 0.64 | time_of_day=16-17 future_duedate=high workload=high
2 -0.28 0.44 | time_of_day=22-23 future_duedate=medium workload=low
2 -0.19 0.26 | time_of_day=18-19 future_duedate=low workload=medium
5 -0.70 0.77 | time_of_day=16-17 future_duedate=medium workload=medium
4 -0.59 0.70 | time_of_day=23-24 future_duedate=low workload=low
3 -0.77 0.40 | time_of_day=17-18 future_duedate=medium workload=medium
6 -0.41 0.30 | time_of_day=16-17 future_duedate=high workload=medium
5 -0.81 0.40 | time_of_day=16-17 future_duedate=low workload=medium
1 -0.29 0.59 | time_of_day=22-23 future_duedate=high workload=medium
6 -0.23 0.53 | time_of_day=12-13 future_duedate=low workload=low
5 -0.80 0.79 | time_of_day=16-17 future_duedate=high workload=low
5 -0.19 0.31 | time_of_day=14-15 future_duedate=high workload=high
1 -0.59 0.26 | time_of_day=20-21 future_duedate=medium workload=high
2 -0.48 0.41 | time_of_day=14-15 future_duedate=medium workload=low
2 -0.93 0.78 | time_of_day=17-18 future_duedate=high workload=low
1 -0.03 0.72 | time_of_day=21-22 future_duedate=medium workload=low
2 -0.32 0.57 | time_of_day=16-17 future_duedate=medium workload=medium
6 -0.01 0.63 | time_of_day=15-16 future_duedate=low workload=medium
2 -0.24 0.64 | time_of_day=21-22 future_duedate=high workload=medium
6 -0.20 0.44 | time_of_day=16-17 future_duedate=medium workload=low
6 -0.42 0.45 | time_of_day=15-16 future_duedate=high workload=high
2 -0.95 0.37 | time_of_day=19-20 future_duedate=medium workload=medium
5 -0.49 0.58 | time_of_day=12-13 future_duedate=high workload=high
3 -0.35 0.37 | time_of_day=20-21 future_duedate=medium workload=high
1 -0.80 0.72 | time_of_day=19-20 future_duedate=high workload=high
4 -0.21 0.78 | time_of_day=22-23 future_duedate=low workload=low
2 -0.28 0.39 | time_of_day=12-13 future_duedate=high workload=low
5 -0.11 0.71 | time_of_day=19-20 future_duedate=low workload=low
4 -0.51 0.62 | time_of_day=21-22 future_duedate=low workload=medium
3 -0.26 0.59 | time_of_day=14-15 future_duedate=low workload=low
2 -0.54 0.63 | time_of_day=14-15 future_duedate=high workload=medium
5 -0.86 0.38 | time_of_day=13-14 future_duedate=medium workload=low
1 -0.94 0.68 | time_of_day=13-14 future_duedate=high workload=low
5 -0.29 0.28 | time_of_day=14-15 future_duedate=medium workload=high
1 -0.37 0.65 | time_of_day=16-17 future_duedate=high workload=high
